city,state,ev_network,total_stations,total_ports,dc_fast_pct,level2_pct,rolling_avg_ports
San Lorenzo,CA,ChargePoint Network,4,6,0.0,100.0,6.0
Joshua Tree,CA,SWTCH,2,6,0.0,100.0,7.57
Manhattan Beach,CA,Tesla Destination,1,6,0.0,100.0,6.0
Salinas,CA,Non-Networked,1,6,0.0,100.0,6.0
San Francisco,CA,REVEL,1,6,100.0,0.0,7.0
Sherman Oaks,CA,EV Connect,1,6,0.0,100.0,6.0
Chino,CA,EVCS,1,6,100.0,0.0,6.29
San Juan Capistrano,CA,Blink Network,2,6,0.0,100.0,6.0
Madera,CA,Electrify America,1,6,100.0,0.0,6.0
Lindsay,CA,eVgo Network,1,6,100.0,0.0,6.0
Pismo Beach,CA,RIVIAN_ADVENTURE,1,6,100.0,0.0,6.0
Vallejo,CA,eVgo Network,1,6,100.0,0.0,6.0
Marina del Rey,CA,Tesla Destination,2,6,0.0,100.0,6.0
Montebello,CA,Tesla Destination,1,6,0.0,100.0,6.0
Monterey Park,CA,NOODOE,1,6,0.0,100.0,8.14
Willits,CA,ChargePoint Network,3,6,0.0,100.0,6.0
Gardena,CA,EV Connect,1,6,0.0,100.0,6.0
Geyserville,CA,Non-Networked,1,6,66.67,33.33,6.0
Lakewood,CA,ChargePoint Network,5,6,0.0,100.0,6.0
San Francisco,CA,INTERTIE,2,6,0.0,100.0,10.4
Carmel-By-The-Sea,CA,Tesla Destination,1,6,0.0,100.0,6.0
Fortuna,CA,RIVIAN_ADVENTURE,1,6,100.0,0.0,6.0
Cardiff by the Sea,CA,ChargePoint Network,3,6,0.0,100.0,6.0
San Bernadino,CA,SHELL_RECHARGE,1,6,100.0,0.0,64.57
Canoga Park,CA,Electrify America,1,6,100.0,0.0,6.0
Carmel,CA,ChargePoint Network,3,6,0.0,100.0,6.0
Ridgecrest,CA,eVgo Network,1,6,100.0,0.0,6.0
Point Reyes Station,CA,Tesla Destination,1,6,0.0,100.0,6.0
Lodi,CA,eVgo Network,1,6,100.0,0.0,6.0
Rocklin,CA,eVgo Network,1,6,100.0,0.0,6.0
Arleta,CA,eVgo Network,1,6,100.0,0.0,6.0
Los Altos,CA,Blink Network,1,6,0.0,100.0,6.0
Inyokern,CA,RIVIAN_ADVENTURE,1,6,100.0,0.0,6.0
Newark,CA,CHARGENET,1,6,100.0,0.0,7.0
Brawley,CA,eVgo Network,1,6,100.0,0.0,6.0
Malibu,CA,EV Connect,1,6,0.0,100.0,6.0
Lindsay,CA,ChargePoint Network,4,6,0.0,100.0,6.0
Fresno,CA,Tesla Destination,3,5,0.0,100.0,5.86
Mountain View,CA,Tesla Destination,2,5,0.0,100.0,5.71
Lompoc,CA,Tesla Destination,3,5,0.0,100.0,5.57
Avila Beach,CA,Tesla Destination,2,5,0.0,100.0,5.43
Signal Hill,CA,Blink Network,1,5,0.0,100.0,5.86
Santa Barbara,CA,FLASH,2,5,0.0,100.0,51.6
Little River,CA,Non-Networked,2,5,0.0,100.0,5.86
Groveland,CA,RIVIAN_ADVENTURE,1,5,100.0,0.0,5.86
Hemet,CA,Non-Networked,2,5,0.0,60.0,5.71
Santa Maria,CA,Non-Networked,3,5,20.0,80.0,5.57
Santa Barbara,CA,LOOP,1,5,0.0,100.0,6.0
Point Arena,CA,FLO,1,5,0.0,100.0,8.29
Oceanside,CA,Tesla Destination,1,5,0.0,100.0,5.29
Carlsbad,CA,AMPUP,2,5,0.0,100.0,6.0
Hesperia,CA,LOOP,1,5,0.0,100.0,5.71
Fillmore,CA,EVCS,1,5,20.0,80.0,6.0
Porter Ranch,CA,OpConnect,1,5,0.0,100.0,12.43
Dublin,CA,Non-Networked,1,5,20.0,80.0,5.43
Delano,CA,ChargePoint Network,5,5,0.0,100.0,5.86
Los Altos,CA,eVgo Network,2,5,80.0,20.0,5.86
Napa Valley,CA,Tesla Destination,1,5,0.0,100.0,5.14
Garberville,CA,ChargePoint Network,3,5,20.0,80.0,5.71
Jamestown,CA,Tesla Destination,2,5,0.0,100.0,5.0
Placentia,CA,ChargePoint Network,3,5,20.0,80.0,5.57
Moreno Valley,CA,ENVIROSPARK,1,5,0.0,100.0,5.0
Santa Clarita,CA,LOOP,2,5,0.0,100.0,5.57
San Dimas,CA,POWERFLEX,1,5,0.0,100.0,9.71
Fulton,CA,Tesla Destination,3,5,0.0,100.0,5.0
Vernon,CA,WATT_EV,1,5,100.0,0.0,23.4
Granite Bay,CA,ChargePoint Network,3,5,0.0,100.0,5.43
Los Gatos,CA,Non-Networked,1,5,0.0,100.0,5.29
Sutter Creek,CA,Tesla Destination,2,5,0.0,100.0,5.0
Delhi,CA,EVCS,1,5,40.0,60.0,5.71
Bell,CA,ChargePoint Network,5,5,100.0,0.0,5.29
Middletown,CA,Tesla Destination,2,5,0.0,100.0,5.0
Somerset,CA,Non-Networked,3,5,0.0,80.0,5.14
South Lake Tahoe,CA,Non-Networked,2,5,0.0,100.0,5.0
Fresno,CA,SYNERGEV,1,5,100.0,0.0,12.57
Madera,CA,EVCS,2,5,60.0,40.0,5.57
Westminster,CA,LOOP,1,5,20.0,80.0,5.43
Riverside,CA,EVCS,2,5,100.0,0.0,5.43
Buttonwillow,CA,ChargePoint Network,4,5,60.0,40.0,5.14
Elk Grove,CA,Tesla Destination,1,5,0.0,100.0,5.0
Fontana,CA,LOOP,1,5,0.0,100.0,5.29
Ukiah,CA,Tesla Destination,2,5,0.0,100.0,5.0
Lake Elsinore,CA,ChargePoint Network,5,5,100.0,0.0,5.0
Victorville,CA,Non-Networked,2,5,0.0,100.0,5.0
Delhi,CA,EV Connect,1,5,40.0,60.0,5.86
Chico,CA,eVgo Network,2,5,80.0,20.0,5.71
Santa Ynez,CA,Tesla Destination,3,5,0.0,100.0,5.0
Little River,CA,Tesla Destination,3,5,0.0,100.0,5.0
Los Altos,CA,ChargePoint Network,3,5,20.0,80.0,5.0
Ukiah,CA,Blink Network,4,5,0.0,100.0,5.71
King City,CA,ChargePoint Network,4,5,60.0,40.0,5.0
Napa,CA,RED_E,1,5,0.0,100.0,5.0
Newark,CA,Blink Network,1,5,0.0,100.0,5.57
Bel Air,CA,TURNONGREEN,1,5,0.0,100.0,7.14
Tahoe City,CA,Non-Networked,3,5,0.0,100.0,5.0
New Cuyama,CA,POWERFLEX,1,5,0.0,100.0,8.71
Coalinga,CA,INTERTIE,1,5,0.0,100.0,9.5
Hopland,CA,Tesla Destination,2,5,0.0,100.0,5.0
Sherman Oaks,CA,TURNONGREEN,1,5,0.0,100.0,6.71
Paso Robles,CA,Non-Networked,4,5,0.0,100.0,5.0
Davis,CA,Blink Network,2,5,0.0,100.0,5.43
Novato,CA,TURNONGREEN,1,5,0.0,100.0,6.29
Twentynine Palms,CA,ChargePoint Network,4,5,60.0,40.0,5.0
Del Mar,CA,Tesla Destination,2,5,0.0,100.0,5.0
Novato,CA,eVgo Network,1,5,80.0,20.0,5.57
Yermo,CA,ChargePoint Network,4,5,60.0,40.0,5.0
Lost Hills,CA,LOOP,1,5,0.0,100.0,5.14
Brooks,CA,Non-Networked,1,5,0.0,100.0,5.0
Capitola,CA,EVCS,2,5,100.0,0.0,5.29
Paso Robles,CA,ChargePoint Network,5,5,40.0,60.0,5.0
Apple Valley,CA,LOOP,2,5,0.0,100.0,5.0
Coronado,CA,Blink Network,3,5,0.0,100.0,5.29
Lancaster,CA,EV Connect,1,5,20.0,80.0,5.71
Yorba Linda,CA,EVCS,1,5,80.0,20.0,5.14
CATHEDRAL CITY,CA,EV Connect,1,5,40.0,60.0,5.57
Newport Coast,CA,EV Connect,1,5,0.0,100.0,5.43
Guerneville,CA,Tesla Destination,2,5,0.0,100.0,5.0
St. Helena,CA,Non-Networked,3,5,0.0,100.0,5.0
Gardena,CA,ChargePoint Network,3,5,0.0,100.0,5.0
Cabazon,CA,Electrify America,1,4,100.0,0.0,5.71
Loleta,CA,ChargePoint Network,3,4,50.0,50.0,4.86
Monterey Park,CA,Blink Network,1,4,0.0,100.0,5.0
Mineral,CA,Non-Networked,2,4,0.0,100.0,4.86
Poway,CA,Electrify America,1,4,75.0,25.0,5.43
Pomona,CA,Blink Network,1,4,0.0,100.0,4.71
Pico Rivera,CA,eVgo Network,1,4,100.0,0.0,5.29
South Pasadena,CA,LOOP,1,4,0.0,100.0,4.86
Leggett,CA,SHELL_RECHARGE,1,4,50.0,50.0,10.29
Encino,CA,Electrify America,1,4,100.0,0.0,5.14
Valley Center,CA,Blink Network,1,4,0.0,100.0,4.57
Palmdale,CA,Blink Network,2,4,0.0,100.0,4.43
Imperial Beach,CA,ChargePoint Network,3,4,0.0,100.0,4.71
Lost Hills,CA,Electrify America,1,4,100.0,0.0,4.86
Rohnert Park,CA,Electrify America,1,4,100.0,0.0,4.57
Watsonville,CA,Electrify America,1,4,100.0,0.0,4.29
Rohnert Park,CA,eVgo Network,1,4,100.0,0.0,5.0
Willits,CA,Electrify America,1,4,100.0,0.0,4.0
Tehachapi,CA,eVgo Network,1,4,100.0,0.0,4.71
Pleasanton,CA,Blink Network,2,4,0.0,100.0,4.29
Gardena,CA,Electrify America,1,4,75.0,25.0,4.0
Eureka,CA,SHELL_RECHARGE,1,4,50.0,50.0,7.43
Pittsburg,CA,Blink Network,1,4,0.0,100.0,4.14
La Mirada,CA,Electrify America,1,4,75.0,25.0,4.0
Tahoe City,CA,INTERTIE,1,4,0.0,100.0,8.71
Los Alamos,CA,Tesla Destination,2,4,0.0,100.0,4.86
Crescent City,CA,Electrify America,1,4,100.0,0.0,4.0
Azusa,CA,SYNERGEV,1,4,0.0,100.0,9.0
San Martin,CA,Blink Network,1,4,0.0,100.0,4.0
Carpinteria,CA,TURNONGREEN,1,4,0.0,100.0,5.71
Seal Beach,CA,Blink Network,1,4,0.0,100.0,4.0
Morgan Hill,CA,EV Connect,1,4,0.0,100.0,5.14
Fortuna,CA,Tesla Destination,2,4,0.0,100.0,4.71
Parlier,CA,ChargePoint Network,2,4,0.0,100.0,4.57
Knights Landing,CA,ChargePoint Network,2,4,0.0,100.0,4.43
Claremont,CA,eVgo Network,1,4,100.0,0.0,4.43
Patterson,CA,ChargePoint Network,2,4,0.0,100.0,4.29
Oakhurst,CA,Electrify America,1,4,100.0,0.0,4.0
Pismo Beach,CA,STAY_N_CHARGE,2,4,0.0,100.0,4.0
Escondido,CA,CHARGELAB,1,4,0.0,100.0,7.29
Carmel,CA,Blink Network,2,4,0.0,100.0,4.0
Compton,CA,eVgo Network,1,4,100.0,0.0,4.29
Lakeport,CA,EV Connect,2,4,0.0,100.0,4.86
Hemet,CA,ChargePoint Network,3,4,0.0,100.0,4.14
Weed,CA,eVgo Network,1,4,100.0,0.0,4.14
San Ramon,CA,Electrify America,1,4,75.0,25.0,4.0
Martinez,CA,Electrify America,1,4,100.0,0.0,4.0
Solvang,CA,Electrify America,1,4,100.0,0.0,4.0
Stinson Beach,CA,RIVIAN_WAYPOINTS,1,4,0.0,100.0,18.8
Antioch,CA,BP_PULSE,1,4,100.0,0.0,18.29
Pasadena,CA,Electrify America,1,4,100.0,0.0,4.0
Colton,CA,ChargePoint Network,3,4,0.0,100.0,4.0
Half Moon Bay,CA,Electrify America,1,4,100.0,0.0,4.0
Sunnyvale,CA,ENVIROSPARK,1,4,0.0,100.0,4.5
Delano,CA,Non-Networked,1,4,100.0,0.0,4.71
Whitethorn,CA,Tesla Destination,1,4,0.0,100.0,4.57
Dunnigan,CA,Electrify America,1,4,100.0,0.0,4.0
Inverness,CA,Tesla Destination,1,4,0.0,100.0,4.43
Needles,CA,Electrify America,1,4,100.0,0.0,4.0
Redwood City,CA,7CHARGE,1,4,100.0,0.0,6.0
Palm Desert,CA,Electrify America,1,4,100.0,0.0,4.0
Carson,CA,Electrify America,1,4,75.0,25.0,4.0
Truckee,CA,Non-Networked,2,4,0.0,100.0,4.57
Redwood City,CA,EPIC_CHARGING,1,4,0.0,100.0,17.0
Temecula,CA,EV Connect,1,4,0.0,100.0,4.57
Coronado,CA,eVgo Network,1,4,100.0,0.0,4.0
Arcadia,CA,Non-Networked,1,4,100.0,0.0,4.43
Auburn,CA,Electrify America,1,4,100.0,0.0,4.0
Diamond Bar,CA,LOOP,1,4,0.0,100.0,4.71
Dixon,CA,Blink Network,1,4,0.0,100.0,4.0
Alhambra,CA,Tesla Destination,1,4,0.0,100.0,4.29
Quincy,CA,ChargePoint Network,2,4,0.0,100.0,4.0
San Francisco,CA,SYNERGEV,1,4,0.0,100.0,6.71
Fairfax,CA,ChargePoint Network,2,4,0.0,100.0,4.0
Santa Barbara,CA,Electrify America,1,4,100.0,0.0,4.0
Redlands,CA,Electrify America,1,4,100.0,0.0,4.0
Irvine,CA,EVGATEWAY,1,4,0.0,100.0,5.71
Clovis,CA,NOODOE,1,4,0.0,100.0,7.14
Palm Desert,CA,CIRCLE_K,1,4,100.0,0.0,6.75
Petaluma,CA,Electrify America,1,4,100.0,0.0,4.0
Bel Air,CA,EVGATEWAY,1,4,0.0,100.0,5.43
Berkeley,CA,Tesla Destination,2,4,0.0,100.0,4.14
Soda Springs,CA,ChargePoint Network,3,4,50.0,50.0,4.0
Mt. Shasta,CA,Tesla Destination,1,4,0.0,100.0,4.0
Laguna Woods,CA,Tesla Destination,1,4,0.0,100.0,4.0
Taft,CA,NOODOE,1,4,0.0,100.0,6.29
Edwards Air Force Base,CA,ChargePoint Network,2,4,0.0,100.0,4.0
Cayucos,CA,Tesla Destination,2,4,0.0,100.0,4.0
Lone,CA,OpConnect,1,4,0.0,100.0,10.43
Indio,CA,Tesla Destination,1,4,0.0,100.0,4.0
Paso Robles,CA,Electrify America,1,4,100.0,0.0,4.0
Clovis,CA,LOOP,1,4,0.0,100.0,4.57
Riverside,CA,OpConnect,1,4,0.0,100.0,8.43
Lakewood,CA,NOODOE,1,4,0.0,100.0,5.57
Manteca,CA,EV Connect,1,4,100.0,0.0,4.43
Merced,CA,EV Connect,1,4,0.0,100.0,4.29
Fortuna,CA,SHELL_RECHARGE,1,4,50.0,50.0,6.0
San Ramon,CA,ENVIROSPARK,1,4,0.0,100.0,4.33
Carmel-by-the-Sea,CA,Non-Networked,1,4,0.0,100.0,4.29
Marysville,CA,BP_PULSE,1,4,100.0,0.0,12.0
Morgan Hill,CA,eVgo Network,1,4,100.0,0.0,4.0
San Marcos,CA,eVgo Network,1,4,100.0,0.0,4.0
Cathedral City,CA,EVRANGE,1,4,0.0,100.0,7.43
Salinas,CA,Electrify America,1,4,100.0,0.0,4.0
Riverside,CA,EPIC_CHARGING,1,4,0.0,100.0,13.75
Brea,CA,SYNERGEV,1,4,0.0,100.0,5.71
Monrovia,CA,Tesla Destination,1,4,0.0,100.0,4.0
El Cajon,CA,SYNERGEV,1,4,0.0,100.0,4.86
Pacific Grove,CA,Electrify America,1,4,100.0,0.0,4.0
Santa Clarita,CA,Non-Networked,1,4,100.0,0.0,4.14
Rutherford,CA,ChargePoint Network,2,4,0.0,100.0,4.0
Laguna Beach,CA,LOOP,1,4,0.0,100.0,4.43
Rosemead,CA,EV Connect,1,4,0.0,100.0,4.14
Olancha,CA,Electrify America,1,4,100.0,0.0,4.0
Calistoga,CA,EVRANGE,1,4,0.0,100.0,6.86
Temecula,CA,CHARGELAB,1,4,0.0,100.0,6.71
Victorville,CA,Electrify America,1,4,100.0,0.0,4.0
Marysville,CA,ChargePoint Network,2,4,0.0,100.0,4.0
Lancaster,CA,Non-Networked,3,4,0.0,100.0,4.0
Anderson,CA,Electrify America,1,4,100.0,0.0,4.0
El Centro,CA,Electrify America,1,4,100.0,0.0,4.0
Banning,CA,EV Connect,1,4,50.0,50.0,4.0
Miranda,CA,SHELL_RECHARGE,1,4,50.0,50.0,4.86
Brea,CA,Electrify America,1,4,100.0,0.0,4.0
Julian,CA,ChargePoint Network,4,4,100.0,0.0,4.0
Agoura Hills,CA,Electrify America,1,4,100.0,0.0,4.0
Salinas,CA,BP_PULSE,1,4,100.0,0.0,9.14
Pollock Pines,CA,ChargePoint Network,3,4,25.0,75.0,4.0
Bellflower,CA,EVGATEWAY,1,4,0.0,100.0,5.14
Eastvale,CA,LOOP,1,4,0.0,100.0,4.29
Fountain Valley,CA,Electrify America,1,4,100.0,0.0,4.0
Stockton,CA,Tesla Destination,1,4,0.0,100.0,4.0
Nipton,CA,Non-Networked,2,4,100.0,0.0,4.0
Inyokern,CA,ChargePoint Network,3,4,50.0,50.0,4.0
Hesperia,CA,TURNONGREEN,1,4,0.0,100.0,5.14
Mojave,CA,Electrify America,1,4,100.0,0.0,4.0
Goleta,CA,Blink Network,1,4,0.0,100.0,4.0
Seal Beach,CA,eVgo Network,1,4,100.0,0.0,4.0
Willows,CA,Electrify America,1,4,100.0,0.0,4.0
Klamath,CA,ChargePoint Network,3,4,50.0,50.0,4.0
Yreka,CA,Electrify America,1,4,100.0,0.0,4.0
Covina,CA,7CHARGE,1,4,100.0,0.0,5.33
Nevada City,CA,Non-Networked,1,4,0.0,100.0,4.0
Lake Elsinore,CA,EVCS,1,4,100.0,0.0,4.86
Monte Sereno,CA,ChargePoint Network,3,4,0.0,100.0,4.0
Willow Creek,CA,ChargePoint Network,2,4,0.0,100.0,4.0
Santa Ysabel,CA,ChargePoint Network,2,4,0.0,100.0,4.0
Brentwood,CA,FORD_CHARGE,1,4,100.0,0.0,5.0
Madera,CA,SYNERGEV,1,4,100.0,0.0,4.43
San Gabriel,CA,NOODOE,1,4,0.0,100.0,5.0
Soledad,CA,Electrify America,1,4,100.0,0.0,4.0
Calabasas,CA,EV Connect,1,4,50.0,50.0,4.0
Hayward,CA,LOOP,1,4,0.0,100.0,4.14
Firebaugh,CA,EVGATEWAY,1,4,100.0,0.0,4.86
Bishop,CA,Electrify America,1,4,100.0,0.0,4.0
San Diego,CA,EVRANGE,1,4,0.0,100.0,6.29
Groveland,CA,Electrify America,1,4,100.0,0.0,4.0
Carlsbad,CA,SYNERGEV,1,4,0.0,100.0,4.14
Spring Valley,CA,ChargePoint Network,2,4,0.0,100.0,4.0
Newark,CA,eVgo Network,1,4,100.0,0.0,4.0
Patterson,CA,eVgo Network,1,4,100.0,0.0,4.0
Eureka,CA,FORD_CHARGE,1,4,100.0,0.0,4.67
Los Gatos,CA,Electrify America,1,4,75.0,25.0,4.0
Modesto,CA,Non-Networked,2,4,0.0,100.0,4.0
Hanford,CA,Non-Networked,3,4,0.0,100.0,4.0
Aptos,CA,Electrify America,1,4,100.0,0.0,4.0
Smith River,CA,SHELL_RECHARGE,1,4,50.0,50.0,4.57
American Canyon,CA,EV Connect,1,4,0.0,100.0,4.0
Palo Cedro,CA,EV Connect,1,4,0.0,100.0,4.0
Los Alamitos,CA,ChargePoint Network,2,4,0.0,100.0,4.0
Santa Cruz,CA,eVgo Network,1,4,100.0,0.0,4.0
Perris,CA,CIRCLE_K,1,4,100.0,0.0,6.2
Laguna Woods,CA,LOOP,1,4,0.0,100.0,4.0
Imperial Beach,CA,Tesla Destination,1,4,0.0,100.0,4.0
Pittsburg,CA,Electrify America,1,4,100.0,0.0,4.0
San Francisco,CA,ABM,2,4,0.0,100.0,14.67
Lafayette,CA,Blink Network,1,4,0.0,100.0,4.0
Glendale,CA,EVMATCH,1,4,0.0,100.0,11.71
Loomis,CA,Non-Networked,1,4,0.0,100.0,4.0
Lake Arrowhead,CA,Non-Networked,1,4,100.0,0.0,4.0
Salinas,CA,SYNERGEV,1,4,0.0,100.0,4.0
Manhattan Beach,CA,CHARGELAB,1,4,0.0,100.0,6.14
Chico,CA,Electrify America,1,4,100.0,0.0,4.0
Murrieta,CA,Non-Networked,1,4,0.0,100.0,4.0
Sherman Oaks,CA,AMPUP,4,4,0.0,100.0,5.57
Westley,CA,Non-Networked,2,4,100.0,0.0,4.0
Jenner,CA,Tesla Destination,2,4,0.0,100.0,4.0
San Bruno,CA,eVgo Network,1,4,100.0,0.0,4.0
Morro City,CA,Electrify America,1,4,100.0,0.0,4.0
Laguna Niguel,CA,Electrify America,1,4,100.0,0.0,4.0
Graeagle,CA,Tesla Destination,2,4,0.0,100.0,4.0
Corona,CA,LOOP,1,4,0.0,100.0,4.0
Cambria,CA,ChargePoint Network,2,4,0.0,100.0,4.0
Aptos,CA,Blink Network,1,4,0.0,100.0,4.0
Galt,CA,Blink Network,1,4,0.0,100.0,4.0
Ventura,CA,EVCS,1,4,25.0,75.0,4.71
Anza,CA,ChargePoint Network,3,4,50.0,50.0,4.0
Searles Valley,CA,EVGATEWAY,1,4,100.0,0.0,4.57
La Crescenta,CA,Electrify America,1,4,75.0,25.0,4.0
Mission Viejo,CA,SYNERGEV,1,4,0.0,100.0,4.0
Lafayette,CA,EVCS,1,4,0.0,100.0,4.57
Los Alamitos,CA,eVgo Network,1,4,100.0,0.0,4.0
Aptos,CA,Tesla Destination,1,4,0.0,100.0,4.0
Glen Ellen,CA,Tesla Destination,2,4,0.0,100.0,4.0
Chowchilla,CA,SHELL_RECHARGE,1,4,50.0,50.0,4.29
Crescent City,CA,SHELL_RECHARGE,1,4,50.0,50.0,4.0
Concord,CA,FORD_CHARGE,1,4,100.0,0.0,4.5
Newark,CA,Electrify America,1,4,100.0,0.0,4.0
Windsor,CA,Blink Network,1,4,0.0,100.0,4.0
FULLERTON,CA,Electrify America,1,4,100.0,0.0,4.0
Tracy,CA,Electrify America,1,4,100.0,0.0,4.0
Huntington Beach,CA,OpConnect,1,4,0.0,100.0,6.71
Livermore,CA,TURNONGREEN,1,4,0.0,100.0,4.71
La Jolla,CA,EVMATCH,1,4,0.0,100.0,10.0
Westlake Village,CA,Electrify America,1,4,100.0,0.0,4.0
Colfax,CA,ChargePoint Network,3,4,50.0,50.0,4.0
Visalia,CA,Tesla Destination,2,4,0.0,100.0,4.0
Pasadena,CA,EV Connect,1,4,100.0,0.0,4.0
Campbell,CA,eVgo Network,1,4,100.0,0.0,4.0
South Lake Tahoe,CA,EVRANGE,1,4,0.0,100.0,5.71
San Dimas,CA,Electrify America,1,4,100.0,0.0,4.0
Santa Maria,CA,Electrify America,1,4,100.0,0.0,4.0
Santa Nella,CA,SHELL_RECHARGE,1,4,50.0,50.0,4.0
Paso Robles,CA,EV Connect,2,4,50.0,50.0,4.0
Diamond Bar,CA,Electrify America,1,4,100.0,0.0,4.0
Glen Ellen,CA,ChargePoint Network,3,4,25.0,75.0,4.0
AtWater,CA,Electrify America,1,4,100.0,0.0,4.0
San Dimas,CA,LOOP,1,4,0.0,100.0,4.0
Davis,CA,Electrify America,1,4,100.0,0.0,4.0
Shingle Springs,CA,Non-Networked,1,4,0.0,100.0,4.0
Pico Rivera,CA,Blink Network,1,4,0.0,100.0,4.0
Soledad,CA,EVRANGE,1,4,100.0,0.0,5.14
Truckee,CA,Electrify America,1,4,100.0,0.0,4.0
Blythe,CA,LOOP,1,4,0.0,100.0,4.0
Sausalito,CA,INTERTIE,2,4,50.0,50.0,6.43
Bakersfield,CA,FORD_CHARGE,1,4,100.0,0.0,4.4
Victorville,CA,LOOP,1,4,0.0,100.0,4.0
Pasadena,CA,OpConnect,2,4,0.0,100.0,5.14
Carlsbad,CA,Electrify America,1,4,75.0,25.0,4.0
Fountain Valley,CA,LOOP,1,4,0.0,100.0,4.0
Pico Rivera,CA,Electrify America,1,4,100.0,0.0,4.0
Madera,CA,Blink Network,1,4,0.0,100.0,4.0
Inglewood,CA,Electrify America,1,4,100.0,0.0,4.0
Olympic Valley,CA,Non-Networked,1,4,0.0,100.0,4.0
Ojai,CA,Electrify America,1,4,100.0,0.0,4.0
El Monte,CA,Non-Networked,2,4,25.0,75.0,4.0
San Bruno,CA,Blink Network,1,4,0.0,100.0,4.0
Murrieta,CA,EVCS,1,4,100.0,0.0,4.43
Chowchilla,CA,EV Connect,1,4,100.0,0.0,4.0
Rancho Mirage,CA,Blink Network,1,4,0.0,100.0,4.0
Escalon,CA,Tesla Destination,1,4,0.0,100.0,4.0
San Diego,CA,CIRCLE_K,1,4,100.0,0.0,5.83
Santa Paula,CA,Electrify America,1,4,100.0,0.0,4.0
Santa Ana,CA,GO_TO_U,1,4,0.0,100.0,8.0
Yosemite West,CA,Non-Networked,1,4,0.0,100.0,4.0
Los Gatos,CA,eVgo Network,1,4,100.0,0.0,4.0
Malibu,CA,LOOP,1,4,0.0,100.0,4.0
Calistoga,CA,ChargePoint Network,2,4,0.0,100.0,4.0
Redlands,CA,Non-Networked,1,4,25.0,75.0,4.0
Palmdale,CA,Tesla Destination,2,4,0.0,100.0,4.0
Woodland,CA,Blink Network,1,4,0.0,100.0,4.0
Pismo Beach,CA,LOOP,1,4,0.0,100.0,4.0
Orosi,CA,EVCS,1,4,0.0,100.0,4.29
Culver City,CA,Tesla Destination,1,4,0.0,100.0,4.0
Dunnigan,CA,eVgo Network,1,4,100.0,0.0,4.0
Morgan Hill,CA,7CHARGE,1,4,100.0,0.0,5.0
San Marino,CA,LOOP,1,4,0.0,100.0,4.0
Upland,CA,Electrify America,1,4,100.0,0.0,4.0
Albany,CA,ChargePoint Network,3,4,50.0,50.0,4.0
Castro Valley,CA,eVgo Network,1,4,100.0,0.0,4.0
Malibu,CA,Non-Networked,2,4,0.0,100.0,4.0
Fairfield,CA,TURNONGREEN,1,4,0.0,100.0,4.43
Coleville,CA,EVRANGE,1,4,100.0,0.0,4.57
Lathrop,CA,eVgo Network,1,4,100.0,0.0,4.0
Bridgeport,CA,Electrify America,1,4,100.0,0.0,4.0
Kettleman City,CA,Non-Networked,1,4,100.0,0.0,4.0
North Edwards,CA,ChargePoint Network,2,4,0.0,100.0,4.0
GARDEN GROVE,CA,Electrify America,1,4,100.0,0.0,4.0
South San Francisco,CA,OpConnect,1,4,0.0,100.0,4.57
Monterey Park,CA,Electrify America,1,4,100.0,0.0,4.0
Mission Viejo,CA,CIRCLE_K,1,4,100.0,0.0,5.57
San Ramon,CA,7CHARGE,1,4,100.0,0.0,4.8
Oakley,CA,eVgo Network,1,4,100.0,0.0,4.0
Encinitas,CA,Electrify America,1,4,100.0,0.0,4.0
Sacramento,CA,ABM,2,4,0.0,100.0,13.14
Corona,CA,Non-Networked,2,4,50.0,50.0,4.0
Rancho Santa Margarita,CA,Electrify America,1,4,75.0,25.0,4.0
Pismo Beach,CA,Electrify America,1,4,100.0,0.0,4.0
Redding,CA,Non-Networked,4,4,0.0,100.0,4.0
San Pedro Hill,CA,LOOP,1,4,0.0,100.0,4.0
Ramona,CA,eVgo Network,1,4,100.0,0.0,4.0
Eastvale,CA,7CHARGE,1,4,100.0,0.0,4.67
San Jose,CA,BP_PULSE,1,4,100.0,0.0,7.43
Hayward,CA,Electrify America,1,4,100.0,0.0,4.0
Amador City,CA,AMPUP,2,4,0.0,100.0,5.29
Bellflower,CA,7CHARGE,1,4,100.0,0.0,4.57
Tiburon,CA,ChargePoint Network,2,4,0.0,100.0,4.0
Carson,CA,POWERFLEX,1,4,0.0,100.0,7.57
Rancho Murieta,CA,SHELL_RECHARGE,1,4,100.0,0.0,4.0
Sacramento,CA,FLASH,1,4,0.0,100.0,43.67
Visalia,CA,FORD_CHARGE,1,4,100.0,0.0,4.33
Seal Beach,CA,LOOP,1,4,0.0,100.0,4.0
Riverside,CA,Tesla Destination,1,4,0.0,100.0,4.0
Indio,CA,Electrify America,1,4,100.0,0.0,4.0
Yuba City,CA,eVgo Network,1,4,50.0,50.0,4.0
Napa,CA,AMPUP,1,4,0.0,100.0,5.0
Moreno Valley,CA,Tesla Destination,1,4,0.0,100.0,4.0
Citrus Heights,CA,ChargePoint Network,2,4,0.0,100.0,4.0
City of Industry,CA,Tesla Destination,1,4,0.0,100.0,4.0
Baldwin Park,CA,Electrify America,1,4,100.0,0.0,4.0
Chatsworth,CA,Blink Network,1,4,0.0,100.0,4.0
Yountville,CA,Blink Network,2,4,0.0,100.0,4.0
