city,state,ev_network,total_stations,total_level1_ports,total_level2_ports,total_dc_fast_ports,total_ports,avg_ports_per_station,dc_fast_pct,level2_pct,created_at
Ventura,CA,ChargePoint Network,25,0,46,0,46,1.84,0.00,100.00,2026-06-21 21:47:05.311903+00
Indio,CA,Tesla,1,0,0,46,46,46.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Marina,CA,ChargePoint Network,28,0,42,4,46,1.64,8.70,91.30,2026-06-21 21:47:05.311903+00
Salinas,CA,Tesla,3,0,0,46,46,15.33,100.00,0.00,2026-06-21 21:47:05.311903+00
Vallejo,CA,ChargePoint Network,26,0,43,3,46,1.77,6.52,93.48,2026-06-21 21:47:05.311903+00
Visalia,CA,ChargePoint Network,33,0,35,10,45,1.36,22.22,77.78,2026-06-21 21:47:05.311903+00
Ojai,CA,EVGATEWAY,3,0,45,0,45,15.00,0.00,100.00,2026-06-21 21:47:05.311903+00
San Mateo,CA,POWERFLEX,3,0,45,0,45,15.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Millbrae,CA,ChargePoint Network,24,0,45,0,45,1.88,0.00,100.00,2026-06-21 21:47:05.311903+00
Thousand Oaks,CA,ChargePoint Network,24,0,45,0,45,1.88,0.00,100.00,2026-06-21 21:47:05.311903+00
Sunnyvale,CA,POWERFLEX,3,0,44,0,44,14.67,0.00,100.00,2026-06-21 21:47:05.311903+00
Brea,CA,Tesla,2,0,0,44,44,22.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Beaumont,CA,Tesla,2,0,0,44,44,22.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Hawaiian Gardens,CA,Tesla,2,0,0,44,44,22.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Loma Linda,CA,ChargePoint Network,23,0,44,0,44,1.91,0.00,100.00,2026-06-21 21:47:05.311903+00
Hoopa,CA,EVGATEWAY,5,0,36,8,44,8.80,18.18,81.82,2026-06-21 21:47:05.311903+00
Thousand Oaks,CA,Tesla,2,0,0,44,44,22.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Napa,CA,Tesla,3,0,0,44,44,14.67,100.00,0.00,2026-06-21 21:47:05.311903+00
Camarillo,CA,Tesla,2,0,0,44,44,22.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Palmdale,CA,Tesla,2,0,0,44,44,22.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Ukiah,CA,ChargePoint Network,25,0,42,2,44,1.76,4.55,95.45,2026-06-21 21:47:05.311903+00
Moreno Valley,CA,EVGATEWAY,3,0,43,0,43,14.33,0.00,100.00,2026-06-21 21:47:05.311903+00
Malibu,CA,POWERFLEX,1,0,43,0,43,43.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Tracy,CA,ChargePoint Network,29,0,36,7,43,1.48,16.28,83.72,2026-06-21 21:47:05.311903+00
Foster City,CA,ChargePoint Network,22,0,43,0,43,1.95,0.00,100.00,2026-06-21 21:47:05.311903+00
Palmdale,CA,EVCS,7,0,31,12,43,6.14,27.91,72.09,2026-06-21 21:47:05.311903+00
Union City,CA,ChargePoint Network,23,0,43,0,43,1.87,0.00,100.00,2026-06-21 21:47:05.311903+00
Truckee,CA,Tesla,4,0,0,43,43,10.75,100.00,0.00,2026-06-21 21:47:05.311903+00
San Rafael,CA,Non-Networked,2,0,42,0,42,21.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Vacaville,CA,ChargePoint Network,25,0,40,2,42,1.68,4.76,95.24,2026-06-21 21:47:05.311903+00
Cerritos,CA,ChargePoint Network,23,0,40,2,42,1.83,4.76,95.24,2026-06-21 21:47:05.311903+00
National City,CA,ChargePoint Network,24,0,40,2,42,1.75,4.76,95.24,2026-06-21 21:47:05.311903+00
Martinez,CA,ChargePoint Network,32,0,42,0,42,1.31,0.00,100.00,2026-06-21 21:47:05.311903+00
San Marcos,CA,ChargePoint Network,25,0,40,2,42,1.68,4.76,95.24,2026-06-21 21:47:05.311903+00
San Luis Obispo,CA,Blink Network,2,0,42,0,42,21.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Citrus Heights,CA,LOOP,2,0,42,0,42,21.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Sacramento,CA,Blink Network,11,0,39,2,41,3.73,4.88,95.12,2026-06-21 21:47:05.311903+00
Turlock,CA,ChargePoint Network,22,0,40,0,40,1.82,0.00,100.00,2026-06-21 21:47:05.311903+00
Ontario,CA,VIALYNK,1,0,40,0,40,40.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Inglewood,CA,Tesla,2,0,0,40,40,20.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Redlands,CA,Tesla,2,0,0,40,40,20.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Alhambra,CA,Tesla,3,0,0,40,40,13.33,100.00,0.00,2026-06-21 21:47:05.311903+00
Valencia,CA,Tesla,2,0,0,40,40,20.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Sherman Oaks,CA,Tesla,1,0,0,40,40,40.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Long Beach,CA,Tesla,3,0,0,40,40,13.33,100.00,0.00,2026-06-21 21:47:05.311903+00
West Sacramento,CA,ChargePoint Network,27,0,31,9,40,1.48,22.50,77.50,2026-06-21 21:47:05.311903+00
Vista,CA,Tesla,2,0,0,40,40,20.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Panorama City,CA,EVIUM,1,0,40,0,40,40.00,0.00,100.00,2026-06-21 21:47:05.311903+00
San Francisco,CA,CHARGIE,1,0,40,0,40,40.00,0.00,100.00,2026-06-21 21:47:05.311903+00
East Palo Alto,CA,Tesla,2,0,0,40,40,20.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Fresno,CA,Non-Networked,5,22,14,4,40,8.00,10.00,35.00,2026-06-21 21:47:05.311903+00
Pomona,CA,Tesla,2,0,0,40,40,20.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Diamond Bar,CA,Tesla,2,0,0,40,40,20.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Riverside,CA,Tesla,2,0,0,40,40,20.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Lake Forest,CA,ChargePoint Network,21,0,40,0,40,1.90,0.00,100.00,2026-06-21 21:47:05.311903+00
Santa Clarita,CA,Tesla,2,0,0,40,40,20.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Rancho Cordova,CA,ChargePoint Network,22,0,35,4,39,1.77,10.26,89.74,2026-06-21 21:47:05.311903+00
Stockton,CA,Blink Network,3,0,39,0,39,13.00,0.00,100.00,2026-06-21 21:47:05.311903+00
West Hollywood,CA,AMPUP,1,0,39,0,39,39.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Torrance,CA,Blink Network,14,0,34,5,39,2.79,12.82,87.18,2026-06-21 21:47:05.311903+00
Healdsburg,CA,ChargePoint Network,28,0,39,0,39,1.39,0.00,100.00,2026-06-21 21:47:05.311903+00
Palo Alto,CA,Tesla,2,0,0,39,39,19.50,100.00,0.00,2026-06-21 21:47:05.311903+00
Skyforest,CA,EVGATEWAY,1,0,39,0,39,39.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Stockton,CA,ChargePoint Network,22,0,39,0,39,1.77,0.00,100.00,2026-06-21 21:47:05.311903+00
Whittier,CA,EVRANGE,2,0,32,7,39,19.50,17.95,82.05,2026-06-21 21:47:05.311903+00
Huntington Beach,CA,NOODOE,1,0,39,0,39,39.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Oakland,CA,eVgo Network,6,0,0,38,38,6.33,100.00,0.00,2026-06-21 21:47:05.311903+00
Agoura Hills,CA,LOOP,2,0,38,0,38,19.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Mission Viejo,CA,ChargePoint Network,21,0,38,0,38,1.81,0.00,100.00,2026-06-21 21:47:05.311903+00
Modesto,CA,ChargePoint Network,22,0,32,6,38,1.73,15.79,84.21,2026-06-21 21:47:05.311903+00
Palm Springs,CA,Tesla Destination,13,0,38,0,38,2.92,0.00,100.00,2026-06-21 21:47:05.311903+00
Los Angeles,CA,eVgo Network,8,0,2,36,38,4.75,94.74,5.26,2026-06-21 21:47:05.311903+00
Lincoln,CA,ChargePoint Network,20,0,38,0,38,1.90,0.00,100.00,2026-06-21 21:47:05.311903+00
Brisbane,CA,Blink Network,1,0,38,0,38,38.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Cupertino,CA,Tesla,2,0,0,38,38,19.00,100.00,0.00,2026-06-21 21:47:05.311903+00
San Diego,CA,OpConnect,2,0,38,0,38,19.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Los Altos Hills,CA,ChargePoint Network,20,0,37,0,37,1.85,0.00,100.00,2026-06-21 21:47:05.311903+00
Los Angeles,CA,EPIC_CHARGING,2,0,37,0,37,18.50,0.00,100.00,2026-06-21 21:47:05.311903+00
Lake Elsinore,CA,Tesla,2,0,0,37,37,18.50,100.00,0.00,2026-06-21 21:47:05.311903+00
Sacramento,CA,Tesla Destination,7,0,37,0,37,5.29,0.00,100.00,2026-06-21 21:47:05.311903+00
Lodi,CA,ChargePoint Network,23,0,32,5,37,1.61,13.51,86.49,2026-06-21 21:47:05.311903+00
San Fernando,CA,Tesla,2,0,0,36,36,18.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Davis,CA,Tesla,2,0,0,36,36,18.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Santa Barbara,CA,POWERFLEX,4,0,36,0,36,9.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Calistoga,CA,Tesla Destination,18,0,36,0,36,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Menifee,CA,Tesla,2,0,0,36,36,18.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Pasadena,CA,LOOP,6,0,36,0,36,6.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Paso Robles,CA,Tesla,2,0,0,36,36,18.00,100.00,0.00,2026-06-21 21:47:05.311903+00
El Monte,CA,Tesla,2,0,0,36,36,18.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Los Altos,CA,Tesla,2,0,0,36,36,18.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Bishop,CA,Tesla,2,0,0,36,36,18.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Hollister,CA,Tesla,2,0,0,36,36,18.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Santa Monica,CA,eVgo Network,4,0,0,36,36,9.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Tehachapi,CA,EVCS,3,0,20,16,36,12.00,44.44,55.56,2026-06-21 21:47:05.311903+00
South San Francisco,CA,Tesla,2,0,0,36,36,18.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Modesto,CA,Tesla,3,0,0,36,36,12.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Auburn,CA,Tesla,3,0,0,36,36,12.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Atascadero,CA,Tesla,3,0,0,36,36,12.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Torrance,CA,Tesla,2,0,0,36,36,18.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Palo Alto,CA,Non-Networked,8,1,33,2,36,4.50,5.56,91.67,2026-06-21 21:47:05.311903+00
Hesperia,CA,Tesla,2,0,0,36,36,18.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Sacramento,CA,EVCS,4,0,20,16,36,9.00,44.44,55.56,2026-06-21 21:47:05.311903+00
Oakland,CA,POWERFLEX,1,0,36,0,36,36.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Rocklin,CA,ChargePoint Network,20,0,32,4,36,1.80,11.11,88.89,2026-06-21 21:47:05.311903+00
Fontana,CA,ChargePoint Network,25,0,33,3,36,1.44,8.33,91.67,2026-06-21 21:47:05.311903+00
Concord,CA,Tesla,2,0,0,35,35,17.50,100.00,0.00,2026-06-21 21:47:05.311903+00
Redlands,CA,SYNERGEV,4,0,33,2,35,8.75,5.71,94.29,2026-06-21 21:47:05.311903+00
Brentwood,CA,ChargePoint Network,23,0,35,0,35,1.52,0.00,100.00,2026-06-21 21:47:05.311903+00
Woodland Hills,CA,LOOP,2,0,35,0,35,17.50,0.00,100.00,2026-06-21 21:47:05.311903+00
Petaluma,CA,ChargePoint Network,19,0,35,0,35,1.84,0.00,100.00,2026-06-21 21:47:05.311903+00
Corona,CA,ChargePoint Network,24,0,22,13,35,1.46,37.14,62.86,2026-06-21 21:47:05.311903+00
Highland,CA,ChargePoint Network,19,0,32,3,35,1.84,8.57,91.43,2026-06-21 21:47:05.311903+00
Placerville,CA,Non-Networked,9,0,35,0,35,3.89,0.00,100.00,2026-06-21 21:47:05.311903+00
Milpitas,CA,EVGATEWAY,1,0,35,0,35,35.00,0.00,100.00,2026-06-21 21:47:05.311903+00
San Francisco,CA,Electrify America,5,0,2,33,35,7.00,94.29,5.71,2026-06-21 21:47:05.311903+00
Davis,CA,ChargePoint Network,19,0,34,1,35,1.84,2.86,97.14,2026-06-21 21:47:05.311903+00
Hayward,CA,EV Connect,7,0,35,0,35,5.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Gilroy,CA,ChargePoint Network,21,0,33,2,35,1.67,5.71,94.29,2026-06-21 21:47:05.311903+00
Watsonville,CA,ChargePoint Network,17,0,34,0,34,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Montebello,CA,Blink Network,1,0,34,0,34,34.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Grand Terrace,CA,LOOP,2,0,34,0,34,17.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Palm Springs,CA,Non-Networked,17,0,34,0,34,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Chico,CA,ChargePoint Network,26,0,30,4,34,1.31,11.76,88.24,2026-06-21 21:47:05.311903+00
Yosemite Valley,CA,RIVIAN_WAYPOINTS,3,0,34,0,34,11.33,0.00,100.00,2026-06-21 21:47:05.311903+00
Anaheim,CA,Blink Network,8,0,34,0,34,4.25,0.00,100.00,2026-06-21 21:47:05.311903+00
Glendora,CA,ChargePoint Network,19,0,32,1,33,1.74,3.03,96.97,2026-06-21 21:47:05.311903+00
South San Francisco,CA,CHARGELAB,1,0,33,0,33,33.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Santa Monica,CA,LOOP,8,0,29,4,33,4.13,12.12,87.88,2026-06-21 21:47:05.311903+00
Lancaster,CA,ChargePoint Network,27,0,33,0,33,1.22,0.00,100.00,2026-06-21 21:47:05.311903+00
Santa Rosa,CA,AUTEL,4,0,33,0,33,8.25,0.00,100.00,2026-06-21 21:47:05.311903+00
San Francisco,CA,CHARGELAB,4,0,33,0,33,8.25,0.00,100.00,2026-06-21 21:47:05.311903+00
Rancho Cucamonga,CA,ChargePoint Network,18,0,25,8,33,1.83,24.24,75.76,2026-06-21 21:47:05.311903+00
Manhattan Beach,CA,Non-Networked,11,0,33,0,33,3.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Sunnyvale,CA,eVgo Network,7,0,0,32,32,4.57,100.00,0.00,2026-06-21 21:47:05.311903+00
Folsom,CA,FLO,3,0,32,0,32,10.67,0.00,100.00,2026-06-21 21:47:05.311903+00
Santa Barbara,CA,Tesla Destination,10,0,32,0,32,3.20,0.00,100.00,2026-06-21 21:47:05.311903+00
Culver City,CA,Tesla,3,0,0,32,32,10.67,100.00,0.00,2026-06-21 21:47:05.311903+00
Chino,CA,Tesla,2,0,0,32,32,16.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Bakersfield,CA,NOODOE,5,0,24,8,32,6.40,25.00,75.00,2026-06-21 21:47:05.311903+00
Goleta,CA,ChargePoint Network,27,0,32,0,32,1.19,0.00,100.00,2026-06-21 21:47:05.311903+00
Laguna Hills,CA,Tesla,2,0,0,32,32,16.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Torrance,CA,POWERFLEX,2,0,32,0,32,16.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Murrieta,CA,Tesla,2,0,0,32,32,16.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Garden Grove,CA,Tesla,1,0,0,32,32,32.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Tracy,CA,Tesla,2,0,0,32,32,16.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Santa Clara,CA,Tesla,2,0,0,32,32,16.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Patterson,CA,Tesla,2,0,0,32,32,16.00,100.00,0.00,2026-06-21 21:47:05.311903+00
City of Industry,CA,Tesla,2,0,0,32,32,16.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Woodland,CA,EVGATEWAY,4,0,0,32,32,8.00,100.00,0.00,2026-06-21 21:47:05.311903+00
South Lake Tahoe,CA,Tesla,3,0,0,32,32,10.67,100.00,0.00,2026-06-21 21:47:05.311903+00
Hawthorne,CA,Tesla,2,0,0,32,32,16.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Montebello,CA,ChargePoint Network,24,0,30,1,31,1.29,3.23,96.77,2026-06-21 21:47:05.311903+00
Santee,CA,ChargePoint Network,18,0,31,0,31,1.72,0.00,100.00,2026-06-21 21:47:05.311903+00
Pleasant Hill,CA,ChargePoint Network,16,0,31,0,31,1.94,0.00,100.00,2026-06-21 21:47:05.311903+00
Rancho Mirage,CA,ChargePoint Network,17,0,29,2,31,1.82,6.45,93.55,2026-06-21 21:47:05.311903+00
Concord,CA,ChargePoint Network,16,0,31,0,31,1.94,0.00,100.00,2026-06-21 21:47:05.311903+00
El Cajon,CA,POWERFLEX,3,0,31,0,31,10.33,0.00,100.00,2026-06-21 21:47:05.311903+00
Agoura Hills,CA,Tesla,1,0,0,31,31,31.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Visalia,CA,Tesla,2,0,0,31,31,15.50,100.00,0.00,2026-06-21 21:47:05.311903+00
Oakland,CA,EV Connect,1,0,0,31,31,31.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Napa,CA,LOOP,4,0,31,0,31,7.75,0.00,100.00,2026-06-21 21:47:05.311903+00
San Jose,CA,EVGATEWAY,4,0,12,18,30,7.50,60.00,40.00,2026-06-21 21:47:05.311903+00
Mountain View,CA,EV Connect,8,0,30,0,30,3.75,0.00,100.00,2026-06-21 21:47:05.311903+00
El Monte,CA,ChargePoint Network,16,0,30,0,30,1.88,0.00,100.00,2026-06-21 21:47:05.311903+00
Santa Maria,CA,POWERFLEX,2,0,30,0,30,15.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Bakersfield,CA,eVgo Network,4,0,0,30,30,7.50,100.00,0.00,2026-06-21 21:47:05.311903+00
Camarillo,CA,EV Connect,1,0,30,0,30,30.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Pleasanton,CA,AMPUP,1,0,30,0,30,30.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Concord,CA,eVgo Network,4,0,0,30,30,7.50,100.00,0.00,2026-06-21 21:47:05.311903+00
Camarillo,CA,LOOP,2,0,30,0,30,15.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Rocklin,CA,Tesla,2,0,0,30,30,15.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Livermore,CA,eVgo Network,4,0,0,30,30,7.50,100.00,0.00,2026-06-21 21:47:05.311903+00
Long Beach,CA,SWTCH,1,0,30,0,30,30.00,0.00,100.00,2026-06-21 21:47:05.311903+00
San Carlos,CA,ChargePoint Network,18,0,30,0,30,1.67,0.00,100.00,2026-06-21 21:47:05.311903+00
Suisun City,CA,EVCS,1,0,10,20,30,30.00,66.67,33.33,2026-06-21 21:47:05.311903+00
San Gabriel,CA,EVCS,5,0,4,26,30,6.00,86.67,13.33,2026-06-21 21:47:05.311903+00
Corning,CA,EVGATEWAY,1,0,30,0,30,30.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Los Angeles,CA,CHARGELAB,3,0,29,0,29,9.67,0.00,100.00,2026-06-21 21:47:05.311903+00
Barstow,CA,Tesla Destination,1,0,29,0,29,29.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Vista,CA,Blink Network,6,0,25,4,29,4.83,13.79,86.21,2026-06-21 21:47:05.311903+00
Chula Vista,CA,Blink Network,5,0,29,0,29,5.80,0.00,100.00,2026-06-21 21:47:05.311903+00
Auburn,CA,ChargePoint Network,20,0,20,9,29,1.45,31.03,68.97,2026-06-21 21:47:05.311903+00
Glendale,CA,LOOP,3,0,29,0,29,9.67,0.00,100.00,2026-06-21 21:47:05.311903+00
Santee,CA,Blink Network,5,0,29,0,29,5.80,0.00,100.00,2026-06-21 21:47:05.311903+00
Los Angeles,CA,VIALYNK,3,0,29,0,29,9.67,0.00,100.00,2026-06-21 21:47:05.311903+00
Downey,CA,ChargePoint Network,16,0,26,3,29,1.81,10.34,89.66,2026-06-21 21:47:05.311903+00
South San Francisco,CA,Blink Network,5,0,27,2,29,5.80,6.90,93.10,2026-06-21 21:47:05.311903+00
Chico,CA,Tesla Destination,5,0,29,0,29,5.80,0.00,100.00,2026-06-21 21:47:05.311903+00
Sunnyvale,CA,SYNERGEV,4,0,29,0,29,7.25,0.00,100.00,2026-06-21 21:47:05.311903+00
Torrance,CA,EVGATEWAY,1,0,29,0,29,29.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Hayward,CA,Blink Network,4,0,29,0,29,7.25,0.00,100.00,2026-06-21 21:47:05.311903+00
Carlsbad,CA,LOOP,2,0,29,0,29,14.50,0.00,100.00,2026-06-21 21:47:05.311903+00
Cabazon,CA,Tesla,2,0,0,28,28,14.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Carson,CA,Tesla,2,0,0,28,28,14.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Los Altos,CA,POWERFLEX,1,0,26,2,28,28.00,7.14,92.86,2026-06-21 21:47:05.311903+00
Chino Hills,CA,LOOP,3,0,28,0,28,9.33,0.00,100.00,2026-06-21 21:47:05.311903+00
Santa Barbara,CA,Tesla,2,0,0,28,28,14.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Oakland,CA,Non-Networked,5,4,24,0,28,5.60,0.00,85.71,2026-06-21 21:47:05.311903+00
Fountain Valley,CA,Tesla,2,0,0,28,28,14.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Arcadia,CA,ChargePoint Network,18,0,28,0,28,1.56,0.00,100.00,2026-06-21 21:47:05.311903+00
Encinitas,CA,Tesla,2,0,0,28,28,14.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Redlands,CA,ChargePoint Network,20,0,18,10,28,1.40,35.71,64.29,2026-06-21 21:47:05.311903+00
Novato,CA,Tesla,2,0,0,28,28,14.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Woodland,CA,ChargePoint Network,14,0,28,0,28,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
La Mirada,CA,ChargePoint Network,14,0,28,0,28,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Brea,CA,Tesla Destination,2,0,28,0,28,14.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Fullerton,CA,Tesla,2,0,0,28,28,14.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Signal Hill,CA,Tesla,1,0,0,28,28,28.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Richmond,CA,Tesla,2,0,0,28,28,14.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Whittier,CA,Tesla,2,0,0,28,28,14.00,100.00,0.00,2026-06-21 21:47:05.311903+00
San Mateo,CA,eVgo Network,5,0,0,28,28,5.60,100.00,0.00,2026-06-21 21:47:05.311903+00
Newark,CA,ChargePoint Network,15,0,27,1,28,1.87,3.57,96.43,2026-06-21 21:47:05.311903+00
Needles,CA,Tesla,3,0,0,28,28,9.33,100.00,0.00,2026-06-21 21:47:05.311903+00
Los Gatos,CA,Tesla,2,0,0,28,28,14.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Encinitas,CA,ChargePoint Network,15,0,28,0,28,1.87,0.00,100.00,2026-06-21 21:47:05.311903+00
Pauma Valley,CA,CHARGELAB,4,0,18,10,28,7.00,35.71,64.29,2026-06-21 21:47:05.311903+00
Oakland,CA,Tesla,2,0,0,28,28,14.00,100.00,0.00,2026-06-21 21:47:05.311903+00
American Canyon,CA,ChargePoint Network,17,0,28,0,28,1.65,0.00,100.00,2026-06-21 21:47:05.311903+00
Vallery Center,CA,Non-Networked,1,0,16,12,28,28.00,42.86,57.14,2026-06-21 21:47:05.311903+00
Sunnyvale,CA,Blink Network,4,0,28,0,28,7.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Elk Grove,CA,Tesla,2,0,0,28,28,14.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Torrance,CA,LOOP,5,0,27,0,27,5.40,0.00,100.00,2026-06-21 21:47:05.311903+00
San Anselmo,CA,ChargePoint Network,15,0,27,0,27,1.80,0.00,100.00,2026-06-21 21:47:05.311903+00
Pomona,CA,ChargePoint Network,19,0,22,5,27,1.42,18.52,81.48,2026-06-21 21:47:05.311903+00
Victorville,CA,ChargePoint Network,17,0,23,4,27,1.59,14.81,85.19,2026-06-21 21:47:05.311903+00
Tustin,CA,Non-Networked,8,0,10,17,27,3.38,62.96,37.04,2026-06-21 21:47:05.311903+00
San Luis Obispo,CA,Non-Networked,8,0,26,1,27,3.38,3.70,96.30,2026-06-21 21:47:05.311903+00
Palm Desert,CA,Tesla Destination,6,0,27,0,27,4.50,0.00,100.00,2026-06-21 21:47:05.311903+00
Manhattan Beach,CA,ChargePoint Network,17,0,27,0,27,1.59,0.00,100.00,2026-06-21 21:47:05.311903+00
Rancho Cordova,CA,SWTCH,1,0,27,0,27,27.00,0.00,100.00,2026-06-21 21:47:05.311903+00
San Leandro,CA,ChargePoint Network,15,0,27,0,27,1.80,0.00,100.00,2026-06-21 21:47:05.311903+00
Los Angeles,CA,EV Connect,7,0,23,4,27,3.86,14.81,85.19,2026-06-21 21:47:05.311903+00
Arcata,CA,ChargePoint Network,14,0,26,1,27,1.93,3.70,96.30,2026-06-21 21:47:05.311903+00
Palo Alto,CA,Blink Network,6,0,25,2,27,4.50,7.41,92.59,2026-06-21 21:47:05.311903+00
Vacaville,CA,Non-Networked,10,1,26,0,27,2.70,0.00,96.30,2026-06-21 21:47:05.311903+00
Beverly Hills,CA,Tesla Destination,7,0,27,0,27,3.86,0.00,100.00,2026-06-21 21:47:05.311903+00
San Diego,CA,DIRT_ROAD,7,0,22,5,27,3.86,18.52,81.48,2026-06-21 21:47:05.311903+00
Anaheim,CA,EVCS,3,0,0,27,27,9.00,100.00,0.00,2026-06-21 21:47:05.311903+00
La Quinta,CA,Tesla Destination,5,0,26,0,26,5.20,0.00,100.00,2026-06-21 21:47:05.311903+00
Richmond,CA,ChargePoint Network,15,0,23,3,26,1.73,11.54,88.46,2026-06-21 21:47:05.311903+00
Northridge,CA,Non-Networked,11,0,26,0,26,2.36,0.00,100.00,2026-06-21 21:47:05.311903+00
Los Gatos,CA,ChargePoint Network,14,0,26,0,26,1.86,0.00,100.00,2026-06-21 21:47:05.311903+00
Ventura,CA,EVGATEWAY,2,0,26,0,26,13.00,0.00,100.00,2026-06-21 21:47:05.311903+00
San Bernardino,CA,Tesla,2,0,0,26,26,13.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Pittsburg,CA,ChargePoint Network,15,0,24,2,26,1.73,7.69,92.31,2026-06-21 21:47:05.311903+00
Fremont,CA,Blink Network,4,0,26,0,26,6.50,0.00,100.00,2026-06-21 21:47:05.311903+00
Palo Alto,CA,Tesla Destination,6,0,26,0,26,4.33,0.00,100.00,2026-06-21 21:47:05.311903+00
Merced,CA,Blink Network,2,0,26,0,26,13.00,0.00,100.00,2026-06-21 21:47:05.311903+00
